GlobalTracer.FirstPowerUp_Info: Sat Mar 24 11:09:37 PDT 2018: ***** Starting autonomous *****
GlobalTracer.FirstPowerUp_Info: WASNO_Qualification_  1 (Blue3) [FMSConnected=true]
GlobalTracer.CmdAutoSwitch_Info: alliance=Blue, gameSpecificMsg=RLR, delay=0.000, fwdDistance=60, startPosition=102.0, flipInFlight=true
GlobalTracer.printPidInfo_Info: [14.526] encoderYPidCtrl: Target=-219.5, Input=-219.1, Error=  -0.4, PIDTerms=-0.011/ 0.000/ 0.000/-0.000, Output=-0.011(-0.600/0.600), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [14.526] gyroTurnPidCtrl: Target=   0.0, Input=   0.6, Error=  -0.6, PIDTerms=-0.007/ 0.000/ 0.000/ 0.000, Output=-0.007(-0.700/0.700), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [14.605] encoderXPidCtrl: Target=  69.5, Input=  67.9, Error=   1.6, PIDTerms= 0.244/ 0.000/ 0.000/ 0.000, Output= 0.244(-0.450/0.450), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [14.605] encoderYPidCtrl: Target=-219.5, Input=-219.1, Error=  -0.4, PIDTerms=-0.011/ 0.000/ 0.000/-0.000, Output=-0.011(-0.600/0.600), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [14.605] gyroTurnPidCtrl: Target=   0.0, Input=   0.6, Error=  -0.6, PIDTerms=-0.007/ 0.000/ 0.000/ 0.000, Output=-0.007(-0.700/0.700), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [14.688] encoderXPidCtrl: Target=  69.5, Input=  67.9, Error=   1.6, PIDTerms= 0.244/ 0.000/-0.001/ 0.000, Output= 0.243(-0.450/0.450), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [14.688] encoderYPidCtrl: Target=-219.5, Input=-219.1, Error=  -0.4, PIDTerms=-0.011/ 0.000/ 0.000/-0.000, Output=-0.011(-0.600/0.600), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [14.688] gyroTurnPidCtrl: Target=   0.0, Input=   0.6, Error=  -0.6, PIDTerms=-0.007/ 0.000/ 0.000/ 0.000, Output=-0.007(-0.700/0.700), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [14.759] encoderXPidCtrl: Target=  69.5, Input=  67.9, Error=   1.6, PIDTerms= 0.244/ 0.000/ 0.000/ 0.000, Output= 0.244(-0.450/0.450), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [14.759] encoderYPidCtrl: Target=-219.5, Input=-219.1, Error=  -0.4, PIDTerms=-0.011/ 0.000/ 0.000/-0.000, Output=-0.011(-0.600/0.600), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [14.759] gyroTurnPidCtrl: Target=   0.0, Input=   0.6, Error=  -0.6, PIDTerms=-0.007/ 0.000/ 0.000/ 0.000, Output=-0.007(-0.700/0.700), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [14.800] encoderXPidCtrl: Target=  69.5, Input=  67.9, Error=   1.6, PIDTerms= 0.244/ 0.000/ 0.000/ 0.000, Output= 0.244(-0.450/0.450), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [14.800] encoderYPidCtrl: Target=-219.5, Input=-219.1, Error=  -0.4, PIDTerms=-0.011/ 0.000/ 0.000/-0.000, Output=-0.011(-0.600/0.600), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [14.800] gyroTurnPidCtrl: Target=   0.0, Input=   0.6, Error=  -0.6, PIDTerms=-0.007/ 0.000/ 0.000/ 0.000, Output=-0.007(-0.700/0.700), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [14.875] encoderXPidCtrl: Target=  69.5, Input=  67.9, Error=   1.6, PIDTerms= 0.244/ 0.000/ 0.000/ 0.000, Output= 0.244(-0.450/0.450), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [14.875] encoderYPidCtrl: Target=-219.5, Input=-219.1, Error=  -0.4, PIDTerms=-0.011/ 0.000/ 0.000/-0.000, Output=-0.011(-0.600/0.600), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [14.875] gyroTurnPidCtrl: Target=   0.0, Input=   0.6, Error=  -0.6, PIDTerms=-0.007/ 0.000/ 0.000/ 0.000, Output=-0.007(-0.700/0.700), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [14.943] encoderXPidCtrl: Target=  69.5, Input=  67.9, Error=   1.6, PIDTerms= 0.244/ 0.000/ 0.000/ 0.000, Output= 0.244(-0.450/0.450), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [14.943] encoderYPidCtrl: Target=-219.5, Input=-219.1, Error=  -0.4, PIDTerms=-0.011/ 0.000/ 0.000/-0.000, Output=-0.011(-0.600/0.600), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [14.943] gyroTurnPidCtrl: Target=   0.0, Input=   0.6, Error=  -0.6, PIDTerms=-0.007/ 0.000/ 0.000/ 0.000, Output=-0.007(-0.700/0.700), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [14.999] encoderXPidCtrl: Target=  69.5, Input=  67.9, Error=   1.6, PIDTerms= 0.243/ 0.000/-0.001/ 0.000, Output= 0.243(-0.450/0.450), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [14.999] encoderYPidCtrl: Target=-219.5, Input=-219.2, Error=  -0.3, PIDTerms=-0.010/ 0.000/ 0.000/-0.000, Output=-0.010(-0.600/0.600), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [14.999] gyroTurnPidCtrl: Target=   0.0, Input=   0.6, Error=  -0.6, PIDTerms=-0.007/ 0.000/ 0.000/ 0.000, Output=-0.007(-0.700/0.700), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [15.078] encoderXPidCtrl: Target=  69.5, Input=  67.9, Error=   1.6, PIDTerms= 0.243/ 0.000/ 0.000/ 0.000, Output= 0.243(-0.450/0.450), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [15.078] encoderYPidCtrl: Target=-219.5, Input=-219.2, Error=  -0.3, PIDTerms=-0.010/ 0.000/ 0.000/-0.000, Output=-0.010(-0.600/0.600), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [15.078] gyroTurnPidCtrl: Target=   0.0, Input=   0.6, Error=  -0.6, PIDTerms=-0.007/ 0.000/ 0.000/ 0.000, Output=-0.007(-0.700/0.700), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [15.138] encoderXPidCtrl: Target=  69.5, Input=  67.9, Error=   1.6, PIDTerms= 0.242/ 0.000/-0.001/ 0.000, Output= 0.241(-0.450/0.450), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [15.138] encoderYPidCtrl: Target=-219.5, Input=-219.2, Error=  -0.3, PIDTerms=-0.010/ 0.000/ 0.000/-0.000, Output=-0.010(-0.600/0.600), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [15.138] gyroTurnPidCtrl: Target=   0.0, Input=   0.6, Error=  -0.6, PIDTerms=-0.007/ 0.000/ 0.000/ 0.000, Output=-0.006(-0.700/0.700), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [15.230] encoderXPidCtrl: Target=  69.5, Input=  67.9, Error=   1.6, PIDTerms= 0.242/ 0.000/-0.001/ 0.000, Output= 0.241(-0.450/0.450), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [15.230] encoderYPidCtrl: Target=-219.5, Input=-219.2, Error=  -0.3, PIDTerms=-0.010/ 0.000/-0.000/-0.000, Output=-0.010(-0.600/0.600), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [15.230] gyroTurnPidCtrl: Target=   0.0, Input=   0.6, Error=  -0.6, PIDTerms=-0.007/ 0.000/ 0.000/ 0.000, Output=-0.006(-0.700/0.700), Volt=11.9(10.3)
GlobalTracer.Vision_Info: Pixy is disabled!
GlobalTracer.Robot_Info: TotalEnergy=2.017
