GlobalTracer.FirstPowerUp_Info: Thu Apr 05 15:06:17 PDT 2018[0.057]: ***** AUTO_MODE *****
GlobalTracer.Vision_Info: Pixy is enabled!
GlobalTracer.FirstPowerUp_Info: _None000 (Blue3) [FMSConnected=true] msg=LRL
GlobalTracer.CmdAutoSwitch_Info: [0.126] delay=0.0, fwdDistance=235.0, startPos=RIGHT_POS, fastDelivery=false, getSecondCube=false
GlobalTracer.printPidInfo_Info: [6.858] encoderXPidCtrl: Target=   2.6, Input=   1.2, Error=   1.4, PIDTerms= 0.355/ 0.000/ 0.002/ 0.000, Output= 0.358(-0.700/0.700), Volt=10.0(9.9)
GlobalTracer.printPidInfo_Info: [6.858] encoderYPidCtrl: Target= 169.1, Input=  38.5, Error= 130.6, PIDTerms= 2.612/ 0.000/-0.001/ 0.000, Output= 0.600(-0.600/0.600), Volt=10.0(9.9)
GlobalTracer.printPidInfo_Info: [6.858] gyroTurnPidCtrl: Target=  90.0, Input= 105.3, Error= -15.3, PIDTerms=-0.306/ 0.000/ 0.002/ 0.000, Output=-0.304(-0.700/0.700), Volt=9.9(9.9)
GlobalTracer.printPidInfo_Info: [6.900] encoderXPidCtrl: Target=   2.6, Input=   1.2, Error=   1.4, PIDTerms= 0.357/ 0.000/ 0.002/ 0.000, Output= 0.360(-0.700/0.700), Volt=10.0(9.9)
GlobalTracer.printPidInfo_Info: [6.900] encoderYPidCtrl: Target= 169.1, Input=  38.5, Error= 130.6, PIDTerms= 2.612/ 0.000/-0.000/ 0.000, Output= 0.600(-0.600/0.600), Volt=10.0(9.9)
GlobalTracer.printPidInfo_Info: [6.900] gyroTurnPidCtrl: Target=  90.0, Input= 105.3, Error= -15.3, PIDTerms=-0.305/ 0.000/ 0.000/ 0.000, Output=-0.305(-0.700/0.700), Volt=10.0(9.9)
GlobalTracer.printPidInfo_Info: [6.941] encoderXPidCtrl: Target=   2.6, Input=   1.2, Error=   1.4, PIDTerms= 0.359/ 0.000/ 0.003/ 0.000, Output= 0.362(-0.700/0.700), Volt=10.1(9.9)
GlobalTracer.printPidInfo_Info: [6.941] encoderYPidCtrl: Target= 169.1, Input=  38.5, Error= 130.6, PIDTerms= 2.611/ 0.000/-0.001/ 0.000, Output= 0.600(-0.600/0.600), Volt=10.1(9.9)
GlobalTracer.printPidInfo_Info: [6.941] gyroTurnPidCtrl: Target=  90.0, Input= 105.3, Error= -15.3, PIDTerms=-0.306/ 0.000/-0.000/ 0.000, Output=-0.306(-0.700/0.700), Volt=10.1(9.9)
GlobalTracer.printPidInfo_Info: [6.983] encoderXPidCtrl: Target=   2.6, Input=   1.2, Error=   1.5, PIDTerms= 0.363/ 0.000/ 0.005/ 0.000, Output= 0.367(-0.700/0.700), Volt=10.1(9.9)
GlobalTracer.printPidInfo_Info: [6.983] encoderYPidCtrl: Target= 169.1, Input=  38.6, Error= 130.5, PIDTerms= 2.610/ 0.000/-0.002/ 0.000, Output= 0.600(-0.600/0.600), Volt=10.0(9.9)
GlobalTracer.printPidInfo_Info: [6.983] gyroTurnPidCtrl: Target=  90.0, Input= 105.2, Error= -15.2, PIDTerms=-0.305/ 0.000/ 0.002/ 0.000, Output=-0.302(-0.700/0.700), Volt=10.0(9.9)
GlobalTracer.printPidInfo_Info: [7.026] encoderXPidCtrl: Target=   2.6, Input=   1.2, Error=   1.5, PIDTerms= 0.365/ 0.000/ 0.004/ 0.000, Output= 0.369(-0.700/0.700), Volt=10.1(9.9)
GlobalTracer.printPidInfo_Info: [7.026] encoderYPidCtrl: Target= 169.1, Input=  38.6, Error= 130.5, PIDTerms= 2.609/ 0.000/-0.001/ 0.000, Output= 0.600(-0.600/0.600), Volt=10.1(9.9)
GlobalTracer.printPidInfo_Info: [7.026] gyroTurnPidCtrl: Target=  90.0, Input= 105.2, Error= -15.2, PIDTerms=-0.305/ 0.000/ 0.000/ 0.000, Output=-0.305(-0.700/0.700), Volt=10.1(9.9)
GlobalTracer.printPidInfo_Info: [7.067] encoderXPidCtrl: Target=   2.6, Input=   1.2, Error=   1.5, PIDTerms= 0.372/ 0.000/ 0.010/ 0.000, Output= 0.383(-0.700/0.700), Volt=10.0(9.9)
GlobalTracer.printPidInfo_Info: [7.067] encoderYPidCtrl: Target= 169.1, Input=  38.6, Error= 130.4, PIDTerms= 2.608/ 0.000/-0.002/ 0.000, Output= 0.600(-0.600/0.600), Volt=10.0(9.9)
GlobalTracer.printPidInfo_Info: [7.067] gyroTurnPidCtrl: Target=  90.0, Input= 105.2, Error= -15.2, PIDTerms=-0.305/ 0.000/-0.000/ 0.000, Output=-0.305(-0.700/0.700), Volt=10.0(9.9)
GlobalTracer.printPidInfo_Info: [7.113] encoderXPidCtrl: Target=   2.6, Input=   1.1, Error=   1.6, PIDTerms= 0.390/ 0.000/ 0.027/ 0.000, Output= 0.418(-0.700/0.700), Volt=10.0(9.9)
GlobalTracer.printPidInfo_Info: [7.113] encoderYPidCtrl: Target= 169.1, Input=  38.8, Error= 130.3, PIDTerms= 2.605/ 0.000/-0.006/ 0.000, Output= 0.600(-0.600/0.600), Volt=10.1(9.9)
GlobalTracer.printPidInfo_Info: [7.113] gyroTurnPidCtrl: Target=  90.0, Input= 105.2, Error= -15.2, PIDTerms=-0.305/ 0.000/ 0.000/ 0.000, Output=-0.304(-0.700/0.700), Volt=10.1(9.9)
GlobalTracer.printPidInfo_Info: [7.148] encoderXPidCtrl: Target=   2.6, Input=   1.1, Error=   1.6, PIDTerms= 0.396/ 0.000/ 0.008/ 0.000, Output= 0.404(-0.700/0.700), Volt=10.0(9.9)
GlobalTracer.printPidInfo_Info: [7.148] encoderYPidCtrl: Target= 169.1, Input=  38.8, Error= 130.2, PIDTerms= 2.604/ 0.000/-0.002/ 0.000, Output= 0.600(-0.600/0.600), Volt=10.0(9.9)
GlobalTracer.printPidInfo_Info: [7.148] gyroTurnPidCtrl: Target=  90.0, Input= 105.2, Error= -15.2, PIDTerms=-0.304/ 0.000/ 0.001/ 0.000, Output=-0.303(-0.700/0.700), Volt=10.0(9.9)
GlobalTracer.printPidInfo_Info: [7.196] encoderXPidCtrl: Target=   2.6, Input=   1.1, Error=   1.6, PIDTerms= 0.395/ 0.000/-0.002/ 0.000, Output= 0.393(-0.700/0.700), Volt=10.0(9.9)
GlobalTracer.printPidInfo_Info: [7.196] encoderYPidCtrl: Target= 169.1, Input=  38.9, Error= 130.2, PIDTerms= 2.604/ 0.000/-0.001/ 0.000, Output= 0.600(-0.600/0.600), Volt=10.0(9.9)
GlobalTracer.printPidInfo_Info: [7.196] gyroTurnPidCtrl: Target=  90.0, Input= 105.2, Error= -15.2, PIDTerms=-0.304/ 0.000/-0.000/ 0.000, Output=-0.305(-0.700/0.700), Volt=10.0(9.9)
GlobalTracer.printPidInfo_Info: [7.236] encoderXPidCtrl: Target=   2.6, Input=   1.1, Error=   1.6, PIDTerms= 0.394/ 0.000/-0.001/ 0.000, Output= 0.392(-0.700/0.700), Volt=10.0(9.9)
GlobalTracer.printPidInfo_Info: [7.236] encoderYPidCtrl: Target= 169.1, Input=  38.9, Error= 130.2, PIDTerms= 2.604/ 0.000/-0.000/ 0.000, Output= 0.600(-0.600/0.600), Volt=10.0(9.9)
GlobalTracer.printPidInfo_Info: [7.236] gyroTurnPidCtrl: Target=  90.0, Input= 105.2, Error= -15.2, PIDTerms=-0.304/ 0.000/ 0.001/ 0.000, Output=-0.303(-0.700/0.700), Volt=10.0(9.9)
GlobalTracer.printPidInfo_Info: [7.291] encoderXPidCtrl: Target=   2.6, Input=   1.1, Error=   1.6, PIDTerms= 0.393/ 0.000/-0.001/ 0.000, Output= 0.391(-0.700/0.700), Volt=10.0(9.9)
GlobalTracer.printPidInfo_Info: [7.291] encoderYPidCtrl: Target= 169.1, Input=  38.9, Error= 130.2, PIDTerms= 2.604/ 0.000/-0.000/ 0.000, Output= 0.600(-0.600/0.600), Volt=10.0(9.9)
GlobalTracer.printPidInfo_Info: [7.291] gyroTurnPidCtrl: Target=  90.0, Input= 105.2, Error= -15.2, PIDTerms=-0.304/ 0.000/ 0.000/ 0.000, Output=-0.304(-0.700/0.700), Volt=10.1(9.9)
GlobalTracer.printPidInfo_Info: [7.350] encoderXPidCtrl: Target=   2.6, Input=   1.1, Error=   1.6, PIDTerms= 0.393/ 0.000/ 0.001/ 0.000, Output= 0.394(-0.700/0.700), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [7.350] encoderYPidCtrl: Target= 169.1, Input=  38.9, Error= 130.2, PIDTerms= 2.604/ 0.000/-0.000/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [7.350] gyroTurnPidCtrl: Target=  90.0, Input= 105.2, Error= -15.2, PIDTerms=-0.304/ 0.000/-0.000/ 0.000, Output=-0.305(-0.700/0.700), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [7.411] encoderXPidCtrl: Target=   2.6, Input=   1.1, Error=   1.6, PIDTerms= 0.394/ 0.000/ 0.001/ 0.000, Output= 0.394(-0.700/0.700), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [7.411] encoderYPidCtrl: Target= 169.1, Input=  38.9, Error= 130.2, PIDTerms= 2.603/ 0.000/-0.000/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [7.411] gyroTurnPidCtrl: Target=  90.0, Input= 105.2, Error= -15.2, PIDTerms=-0.304/ 0.000/ 0.000/ 0.000, Output=-0.304(-0.700/0.700), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [7.468] encoderXPidCtrl: Target=   2.6, Input=   1.1, Error=   1.6, PIDTerms= 0.392/ 0.000/-0.002/ 0.000, Output= 0.390(-0.700/0.700), Volt=11.8(9.9)
GlobalTracer.printPidInfo_Info: [7.468] encoderYPidCtrl: Target= 169.1, Input=  38.9, Error= 130.2, PIDTerms= 2.603/ 0.000/-0.000/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.8(9.9)
GlobalTracer.printPidInfo_Info: [7.468] gyroTurnPidCtrl: Target=  90.0, Input= 105.6, Error= -15.6, PIDTerms=-0.312/ 0.000/-0.012/ 0.000, Output=-0.325(-0.700/0.700), Volt=11.8(9.9)
GlobalTracer.printPidInfo_Info: [7.524] encoderXPidCtrl: Target=   2.6, Input=   1.1, Error=   1.6, PIDTerms= 0.392/ 0.000/ 0.000/ 0.000, Output= 0.392(-0.700/0.700), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [7.524] encoderYPidCtrl: Target= 169.1, Input=  38.9, Error= 130.1, PIDTerms= 2.603/ 0.000/-0.000/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [7.524] gyroTurnPidCtrl: Target=  90.0, Input= 105.8, Error= -15.8, PIDTerms=-0.315/ 0.000/-0.004/ 0.000, Output=-0.319(-0.700/0.700), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [7.549] encoderXPidCtrl: Target=   2.6, Input=   1.1, Error=   1.6, PIDTerms= 0.392/ 0.000/-0.001/ 0.000, Output= 0.390(-0.700/0.700), Volt=11.7(9.9)
GlobalTracer.printPidInfo_Info: [7.549] encoderYPidCtrl: Target= 169.1, Input=  38.9, Error= 130.1, PIDTerms= 2.603/ 0.000/-0.000/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.7(9.9)
GlobalTracer.printPidInfo_Info: [7.549] gyroTurnPidCtrl: Target=  90.0, Input= 105.7, Error= -15.7, PIDTerms=-0.314/ 0.000/ 0.002/ 0.000, Output=-0.312(-0.700/0.700), Volt=11.7(9.9)
GlobalTracer.printPidInfo_Info: [7.583] encoderXPidCtrl: Target=   2.6, Input=   1.1, Error=   1.6, PIDTerms= 0.392/ 0.000/ 0.000/ 0.000, Output= 0.392(-0.700/0.700), Volt=11.7(9.9)
GlobalTracer.printPidInfo_Info: [7.583] encoderYPidCtrl: Target= 169.1, Input=  38.9, Error= 130.1, PIDTerms= 2.603/ 0.000/ 0.000/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.7(9.9)
GlobalTracer.printPidInfo_Info: [7.583] gyroTurnPidCtrl: Target=  90.0, Input= 105.7, Error= -15.7, PIDTerms=-0.314/ 0.000/ 0.001/ 0.000, Output=-0.314(-0.700/0.700), Volt=11.7(9.9)
GlobalTracer.printPidInfo_Info: [7.613] encoderXPidCtrl: Target=   2.6, Input=   1.1, Error=   1.6, PIDTerms= 0.392/ 0.000/ 0.000/ 0.000, Output= 0.392(-0.700/0.700), Volt=11.7(9.9)
GlobalTracer.printPidInfo_Info: [7.613] encoderYPidCtrl: Target= 169.1, Input=  38.9, Error= 130.1, PIDTerms= 2.603/ 0.000/ 0.000/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.7(9.9)
GlobalTracer.printPidInfo_Info: [7.613] gyroTurnPidCtrl: Target=  90.0, Input= 105.7, Error= -15.7, PIDTerms=-0.314/ 0.000/-0.001/ 0.000, Output=-0.315(-0.700/0.700), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [7.642] encoderXPidCtrl: Target=   2.6, Input=   1.1, Error=   1.6, PIDTerms= 0.392/ 0.000/ 0.000/ 0.000, Output= 0.392(-0.700/0.700), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [7.642] encoderYPidCtrl: Target= 169.1, Input=  38.9, Error= 130.1, PIDTerms= 2.603/ 0.000/ 0.000/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [7.642] gyroTurnPidCtrl: Target=  90.0, Input= 105.7, Error= -15.7, PIDTerms=-0.314/ 0.000/ 0.000/ 0.000, Output=-0.314(-0.700/0.700), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [7.687] encoderXPidCtrl: Target=   2.6, Input=   1.1, Error=   1.6, PIDTerms= 0.392/ 0.000/ 0.000/ 0.000, Output= 0.392(-0.700/0.700), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [7.687] encoderYPidCtrl: Target= 169.1, Input=  38.9, Error= 130.1, PIDTerms= 2.603/ 0.000/ 0.000/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [7.687] gyroTurnPidCtrl: Target=  90.0, Input= 105.7, Error= -15.7, PIDTerms=-0.314/ 0.000/ 0.000/ 0.000, Output=-0.314(-0.700/0.700), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [7.725] encoderXPidCtrl: Target=   2.6, Input=   1.1, Error=   1.6, PIDTerms= 0.392/ 0.000/ 0.000/ 0.000, Output= 0.392(-0.700/0.700), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [7.725] encoderYPidCtrl: Target= 169.1, Input=  38.9, Error= 130.1, PIDTerms= 2.603/ 0.000/ 0.000/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.7(9.9)
GlobalTracer.printPidInfo_Info: [7.725] gyroTurnPidCtrl: Target=  90.0, Input= 105.7, Error= -15.7, PIDTerms=-0.314/ 0.000/ 0.000/ 0.000, Output=-0.314(-0.700/0.700), Volt=11.7(9.9)
GlobalTracer.startCompetition_Warn: AUTO_MODE.preContinuousTasks take too long (0.041s)
GlobalTracer.printPidInfo_Info: [7.800] encoderXPidCtrl: Target=   2.6, Input=   1.1, Error=   1.6, PIDTerms= 0.392/ 0.000/ 0.000/ 0.000, Output= 0.392(-0.700/0.700), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [7.800] encoderYPidCtrl: Target= 169.1, Input=  38.9, Error= 130.1, PIDTerms= 2.603/ 0.000/ 0.000/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [7.800] gyroTurnPidCtrl: Target=  90.0, Input= 105.7, Error= -15.7, PIDTerms=-0.314/ 0.000/ 0.000/ 0.000, Output=-0.314(-0.700/0.700), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [7.879] encoderXPidCtrl: Target=   2.6, Input=   1.1, Error=   1.6, PIDTerms= 0.392/ 0.000/ 0.000/ 0.000, Output= 0.392(-0.700/0.700), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [7.879] encoderYPidCtrl: Target= 169.1, Input=  38.9, Error= 130.1, PIDTerms= 2.603/ 0.000/ 0.000/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [7.879] gyroTurnPidCtrl: Target=  90.0, Input= 105.7, Error= -15.7, PIDTerms=-0.314/ 0.000/ 0.000/ 0.000, Output=-0.314(-0.700/0.700), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [7.954] encoderXPidCtrl: Target=   2.6, Input=   1.1, Error=   1.6, PIDTerms= 0.392/ 0.000/ 0.000/ 0.000, Output= 0.392(-0.700/0.700), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [7.954] encoderYPidCtrl: Target= 169.1, Input=  38.9, Error= 130.1, PIDTerms= 2.603/ 0.000/ 0.000/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [7.954] gyroTurnPidCtrl: Target=  90.0, Input= 105.7, Error= -15.7, PIDTerms=-0.314/ 0.000/ 0.000/ 0.000, Output=-0.314(-0.700/0.700), Volt=11.5(9.9)
GlobalTracer.printPidInfo_Info: [8.018] encoderXPidCtrl: Target=   2.6, Input=   1.1, Error=   1.6, PIDTerms= 0.392/ 0.000/ 0.000/ 0.000, Output= 0.392(-0.700/0.700), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [8.018] encoderYPidCtrl: Target= 169.1, Input=  38.9, Error= 130.1, PIDTerms= 2.603/ 0.000/ 0.000/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [8.018] gyroTurnPidCtrl: Target=  90.0, Input= 105.7, Error= -15.7, PIDTerms=-0.314/ 0.000/ 0.000/ 0.000, Output=-0.314(-0.700/0.700), Volt=11.6(9.9)
GlobalTracer.postContinuousTask_Info: Stalled=true, Expired=false
GlobalTracer.CmdAutoSwitch_Info: Strafe to switch, forwardDistance=235.0,xDistance=-24.00
GlobalTracer.Robot_Info: [8.077] <<<STRAFE_TO_SWITCH>>> xPos=  1.07,yPos= 38.91,heading= 105.7/  90.0,volts=12.4(9.9)
GlobalTracer.printPidInfo_Info: [8.077] encoderXPidCtrl: Target= -22.9, Input=   1.1, Error= -24.0, PIDTerms= 0.392/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.700/0.700), Volt=12.4(9.9)
GlobalTracer.printPidInfo_Info: [8.077] encoderYPidCtrl: Target=  38.9, Input=  38.9, Error=   0.0, PIDTerms= 2.603/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.600/0.600), Volt=12.4(9.9)
GlobalTracer.printPidInfo_Info: [8.077] gyroTurnPidCtrl: Target=  90.0, Input= 105.7, Error= -15.7, PIDTerms=-0.314/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.700/0.700), Volt=12.4(9.9)
GlobalTracer.SonarTrigger_Info: [8.166] prevZone=-1, currZone=1, distance=71.31
GlobalTracer.printPidInfo_Info: [8.173] encoderXPidCtrl: Target= -22.9, Input=   1.1, Error= -24.0, PIDTerms=-6.000/ 0.000/ 0.000/-0.000, Output=-0.700(-0.700/0.700), Volt=10.0(9.9)
GlobalTracer.printPidInfo_Info: [8.173] encoderYPidCtrl: Target=  38.9, Input=  38.9, Error=   0.0, PIDTerms= 0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.600/0.600), Volt=9.9(9.9)
GlobalTracer.printPidInfo_Info: [8.173] gyroTurnPidCtrl: Target=  90.0, Input= 105.7, Error= -15.7, PIDTerms=-0.314/ 0.000/ 0.000/ 0.000, Output=-0.314(-0.700/0.700), Volt=9.9(9.9)
GlobalTracer.printPidInfo_Info: [8.197] encoderXPidCtrl: Target= -22.9, Input=   1.1, Error= -24.0, PIDTerms=-5.998/ 0.000/ 0.002/-0.000, Output=-0.700(-0.700/0.700), Volt=10.2(9.9)
GlobalTracer.printPidInfo_Info: [8.197] encoderYPidCtrl: Target=  38.9, Input=  38.8, Error=   0.1, PIDTerms= 0.003/ 0.000/ 0.004/ 0.000, Output= 0.007(-0.600/0.600), Volt=10.2(9.9)
GlobalTracer.printPidInfo_Info: [8.197] gyroTurnPidCtrl: Target=  90.0, Input= 105.7, Error= -15.7, PIDTerms=-0.313/ 0.000/ 0.001/ 0.000, Output=-0.313(-0.700/0.700), Volt=10.4(9.9)
GlobalTracer.startCompetition_Warn: AUTO_MODE.preContinuousTasks take too long (0.043s)
GlobalTracer.printPidInfo_Info: [8.276] encoderXPidCtrl: Target= -22.9, Input=   0.6, Error= -23.6, PIDTerms=-5.894/ 0.000/ 0.084/-0.000, Output=-0.700(-0.700/0.700), Volt=10.4(9.9)
GlobalTracer.printPidInfo_Info: [8.276] encoderYPidCtrl: Target=  38.9, Input=  38.5, Error=   0.4, PIDTerms= 0.009/ 0.000/ 0.006/ 0.000, Output= 0.014(-0.600/0.600), Volt=10.4(9.9)
GlobalTracer.printPidInfo_Info: [8.276] gyroTurnPidCtrl: Target=  90.0, Input= 104.9, Error= -14.9, PIDTerms=-0.297/ 0.000/ 0.019/ 0.000, Output=-0.279(-0.700/0.700), Volt=10.4(9.9)
GlobalTracer.printPidInfo_Info: [8.361] encoderXPidCtrl: Target= -22.9, Input=  -0.7, Error= -22.3, PIDTerms=-5.566/ 0.000/ 0.230/-0.000, Output=-0.700(-0.700/0.700), Volt=10.5(9.9)
GlobalTracer.printPidInfo_Info: [8.361] encoderYPidCtrl: Target=  38.9, Input=  38.4, Error=   0.5, PIDTerms= 0.010/ 0.000/ 0.002/ 0.000, Output= 0.012(-0.600/0.600), Volt=10.3(9.9)
GlobalTracer.printPidInfo_Info: [8.361] gyroTurnPidCtrl: Target=  90.0, Input= 102.4, Error= -12.4, PIDTerms=-0.248/ 0.000/ 0.050/ 0.000, Output=-0.198(-0.700/0.700), Volt=10.3(9.9)
GlobalTracer.startCompetition_Warn: AUTO_MODE.preContinuousTasks take too long (0.042s)
GlobalTracer.printPidInfo_Info: [8.437] encoderXPidCtrl: Target= -22.9, Input=  -2.0, Error= -21.0, PIDTerms=-5.240/ 0.000/ 0.257/-0.000, Output=-0.700(-0.700/0.700), Volt=10.7(9.9)
GlobalTracer.printPidInfo_Info: [8.437] encoderYPidCtrl: Target=  38.9, Input=  38.6, Error=   0.3, PIDTerms= 0.006/ 0.000/-0.005/ 0.000, Output= 0.001(-0.600/0.600), Volt=10.7(9.9)
GlobalTracer.printPidInfo_Info: [8.437] gyroTurnPidCtrl: Target=  90.0, Input=  99.2, Error=  -9.2, PIDTerms=-0.184/ 0.000/ 0.074/ 0.000, Output=-0.110(-0.700/0.700), Volt=10.7(9.9)
GlobalTracer.printPidInfo_Info: [8.516] encoderXPidCtrl: Target= -22.9, Input=  -3.1, Error= -19.8, PIDTerms=-4.952/ 0.000/ 0.215/-0.000, Output=-0.700(-0.700/0.700), Volt=10.7(9.9)
GlobalTracer.printPidInfo_Info: [8.516] encoderYPidCtrl: Target=  38.9, Input=  38.9, Error=   0.0, PIDTerms= 0.001/ 0.000/-0.004/ 0.000, Output=-0.004(-0.600/0.600), Volt=10.7(9.9)
GlobalTracer.printPidInfo_Info: [8.516] gyroTurnPidCtrl: Target=  90.0, Input=  96.2, Error=  -6.2, PIDTerms=-0.123/ 0.000/ 0.066/ 0.000, Output=-0.057(-0.700/0.700), Volt=10.7(9.9)
GlobalTracer.printPidInfo_Info: [8.574] encoderXPidCtrl: Target= -22.9, Input=  -4.3, Error= -18.6, PIDTerms=-4.648/ 0.000/ 0.301/-0.000, Output=-0.700(-0.700/0.700), Volt=10.7(9.9)
GlobalTracer.printPidInfo_Info: [8.574] encoderYPidCtrl: Target=  38.9, Input=  39.1, Error=  -0.2, PIDTerms=-0.003/ 0.000/-0.005/ 0.000, Output=-0.008(-0.600/0.600), Volt=10.7(9.9)
GlobalTracer.printPidInfo_Info: [8.574] gyroTurnPidCtrl: Target=  90.0, Input=  93.7, Error=  -3.7, PIDTerms=-0.074/ 0.000/ 0.071/ 0.000, Output=-0.003(-0.700/0.700), Volt=10.7(9.9)
GlobalTracer.printPidInfo_Info: [8.634] encoderXPidCtrl: Target= -22.9, Input=  -5.0, Error= -17.9, PIDTerms=-4.484/ 0.000/ 0.166/-0.000, Output=-0.700(-0.700/0.700), Volt=10.7(9.9)
GlobalTracer.printPidInfo_Info: [8.634] encoderYPidCtrl: Target=  38.9, Input=  39.4, Error=  -0.5, PIDTerms=-0.011/ 0.000/-0.009/ 0.000, Output=-0.020(-0.600/0.600), Volt=10.7(9.9)
GlobalTracer.printPidInfo_Info: [8.634] gyroTurnPidCtrl: Target=  90.0, Input=  91.3, Error=  -1.3, PIDTerms=-0.025/ 0.000/ 0.072/ 0.000, Output= 0.047(-0.700/0.700), Volt=10.9(9.9)
GlobalTracer.printPidInfo_Info: [8.694] encoderXPidCtrl: Target= -22.9, Input=  -5.7, Error= -17.2, PIDTerms=-4.312/ 0.000/ 0.173/-0.000, Output=-0.700(-0.700/0.700), Volt=10.8(9.9)
GlobalTracer.printPidInfo_Info: [8.694] encoderYPidCtrl: Target=  38.9, Input=  39.5, Error=  -0.5, PIDTerms=-0.011/ 0.000/-0.000/ 0.000, Output=-0.011(-0.600/0.600), Volt=10.7(9.9)
GlobalTracer.printPidInfo_Info: [8.694] gyroTurnPidCtrl: Target=  90.0, Input=  89.0, Error=   1.0, PIDTerms= 0.019/ 0.000/ 0.065/ 0.000, Output= 0.084(-0.700/0.700), Volt=10.7(9.9)
GlobalTracer.printPidInfo_Info: [8.755] encoderXPidCtrl: Target= -22.9, Input=  -6.5, Error= -16.4, PIDTerms=-4.110/ 0.000/ 0.197/-0.000, Output=-0.700(-0.700/0.700), Volt=11.0(9.9)
GlobalTracer.printPidInfo_Info: [8.755] encoderYPidCtrl: Target=  38.9, Input=  39.2, Error=  -0.3, PIDTerms=-0.007/ 0.000/ 0.005/ 0.000, Output=-0.001(-0.600/0.600), Volt=11.0(9.9)
GlobalTracer.printPidInfo_Info: [8.755] gyroTurnPidCtrl: Target=  90.0, Input=  87.1, Error=   2.9, PIDTerms= 0.057/ 0.000/ 0.054/ 0.000, Output= 0.112(-0.700/0.700), Volt=11.0(9.9)
GlobalTracer.printPidInfo_Info: [8.816] encoderXPidCtrl: Target= -22.9, Input=  -7.1, Error= -15.8, PIDTerms=-3.956/ 0.000/ 0.155/-0.000, Output=-0.700(-0.700/0.700), Volt=10.7(9.9)
GlobalTracer.printPidInfo_Info: [8.816] encoderYPidCtrl: Target=  38.9, Input=  39.2, Error=  -0.2, PIDTerms=-0.005/ 0.000/ 0.002/ 0.000, Output=-0.003(-0.600/0.600), Volt=10.6(9.9)
GlobalTracer.printPidInfo_Info: [8.816] gyroTurnPidCtrl: Target=  90.0, Input=  85.3, Error=   4.7, PIDTerms= 0.094/ 0.000/ 0.053/ 0.000, Output= 0.147(-0.700/0.700), Volt=10.6(9.9)
GlobalTracer.printPidInfo_Info: [8.875] encoderXPidCtrl: Target= -22.9, Input=  -7.6, Error= -15.4, PIDTerms=-3.842/ 0.000/ 0.115/-0.000, Output=-0.700(-0.700/0.700), Volt=10.7(9.9)
GlobalTracer.printPidInfo_Info: [8.875] encoderYPidCtrl: Target=  38.9, Input=  39.2, Error=  -0.3, PIDTerms=-0.005/ 0.000/-0.000/ 0.000, Output=-0.005(-0.600/0.600), Volt=10.7(9.9)
